Year,State,Statname,County,City,Company,Namekey,Owner,Ownkey,OWNCODE,MILLCODE,TRADED,DEFSA,SAMAYBE,SAPLUS,VINTAGE,CIACODE2,REGCODE,TRADED2,DEFSA2,SAMAYBE2,SAPLUS2,VINTAGE2,FIRSTAPP,SAREAL,TRADED3,DEFLATOR, TOTVALUE , val1890 , VAL1900 , SPINDLES , WORKERS , LABOR , HILAZA , MANTA , METERS , HILAVAL , MANTAVAL , QUOTA 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   ,,,,,,,,,
