Year,State,Statname,County,City,Company,Namekey,Owner,Ownkey,OWNCODE,MILLCODE,TRADED,DEFSA,SAMAYBE,SAPLUS,VINTAGE,CIACODE2,REGCODE,TRADED2,DEFSA2,SAMAYBE2,SAPLUS2,VINTAGE2,FIRSTAPP,SAREAL,TRADED3,DEFLATOR, TOTVALUE , val1890 , VAL1900 , SPINDLES , WORKERS , LABOR , HILAZA , MANTA , METERS , HILAVAL , MANTAVAL , QUOTA 
1843,21,Pue,Orilla del Rio Atoyac,,Patriotismo Megicano,patriotismo,Sres. Velasco y Co.,Velasco,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,,   ,   ,   ," 6,528 ",   ,   ," 340,704 ",   ,   ,   ,   ,   
1844,21,Puebla,,,Patriotismo,patriotismo,,,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,,   ,   ,   ," 6,528 ",   ,   ,   ,   ,   ,   ,   ,   
1845,21,Puebla,,,Patriotismo,patriotismo,,,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,,   ,   ,   ," 7,248 ",   ,   ,   ," 52,499 "," 1,187,842 ",   ,   ,   
1850,21,Puebla,,,Patriotismo Mexicano,patriotismo,Velasco y C.,Velasco,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.972,   ,   ,   ," 8,436 ", 567 , 567 ," 581,400 "," 72,096 "," 1,631,244 ",   ,   ,   
1854,21,Puebla,,Puebla,Concepcion,concepcion,Joaquin de Haro y Tamariz,"Haro, Tamariz",3280.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,0.946," 48,750 "," 51,533 "," 42,247 "," 1,326 ", 85 , 85 ," 120,000 "," 10,800 "," 244,361 "," 48,750 ",   ,   
1854,21,Puebla,,Atlixco,Patriotismo Mexicano,patriotismo,Andres Vallarino,Vallarino (there is a Velasco & Vallarin),3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,0.946," 552,614 "," 584,159 "," 478,893 "," 8,436 ", 273 , 273 ," 598,000 "," 85,428 "," 1,932,894 "," 242,938 "," 309,677 ",   
1854,21,,,,"Patriotismo, La Concepcion",,,,3280.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.946," 601,364 "," 635,691 "," 521,140 "," 9,762 ", 358 , 358 ," 718,000 "," 96,228 "," 2,177,255 "," 291,688 "," 309,677 ",   
1857,21,Puebla,,Puebla,ConcepciÛn,concepcion,Joaquin de Haro y Tamariz,"Haro, Tamariz",3280.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,1.063," 48,750 "," 45,874 "," 37,607 "," 1,326 ", 85 , 85 ," 120,000 "," 10,800 "," 244,361 "," 48,750 ",   ,   
1857,21,Puebla,,Atlixco,Patriotismo Mexicano,patriotismo,Sres. Velasco y Cia.,Velasco,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,1.063," 242,938 "," 228,604 "," 187,410 "," 8,436 ", 273 , 273 ," 598,000 "," 85,248 "," 1,928,821 "," 242,938 ",   ,   
1857,21,,,,"Patriotismo, La Concepcion",,,,3280.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.063," 291,688 "," 274,478 "," 225,017 "," 9,762 ", 358 , 358 ," 718,000 "," 96,048 "," 2,173,182 "," 291,688 ",   ,   
1862,21,Pue,,,Concepcion,concepcion,,,3280.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,2.289,   ,   ,   ," 1,326 ",   ,   ,   ,   ,   ,   ,   ,   
1862,21,Pue,,,Patriotismo,patriotismo,,,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,2.289,   ,   ,   ," 8,436 ",   ,   ,   ,   ,   ,   ,   ,   
1862,21,,,,"Patriotismo, La Concepcion",,,,3280.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,2.289,   ,   ,   ," 9,762 ",   ,   ,   ,   ,   ,   ,   ,   
1865,21,Pue,,,Concepcion,concepcion,Joaquin de Haro y Tamiriz,"Haro, Tamariz",3280.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,4.969,   ,   ,   ," 1,230 ",   ,   ,   ,   ,   ,   ,   ,   
1865,21,Pue,,,Patriotismo,patriotismo,Sres Velasco y Cia,Velasco,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,4.969,   ,   ,   ," 8,064 ",   ,   ,   ,   ,   ,   ,   ,   
1865,21,,,,"Patriotismo, La Concepcion",,,,3280.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,4.969,   ,   ,   ," 9,294 ",   ,   ,   ,   ,   ,   ,   ,   
1878,21,Pue,,,Concepcion,concepcion,Benitez Hermanos,Benitez,3061.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,0.687,   ,   ,   ," 3,000 ", 150 , 150 ,   ," 42,000 "," 950,292 ",   ,   ,   
1878,21,Pue,,,Patriotismo,patriotismo,Velasco Hermanos,Velasco,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,0.687," 78,586 "," 114,474 "," 93,846 "," 7,800 ", 410 , 410 ," 88,200 "," 84,000 "," 1,900,584 "," 78,586 ",   ,   
1878,21,,,,"Patriotismo, La Concepcion",,,,3061.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.687," 78,586 "," 114,474 "," 93,846 "," 10,800 ", 560 , 560 ," 88,200 "," 126,000 "," 2,850,876 "," 78,586 ",   ,   
1883,21,Pue,,,Concepcion,concepcion,,,3061.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,1.103," 40,600 "," 36,822 "," 30,187 ",   ,   ,   ,   ," 11,600 "," 262,462 ",   ,   ,   
1883,21,Pue,,,El Patriotismo,patriotismo,,,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,1.103," 455,000 "," 412,661 "," 338,299 ",   ,   ,   ,   ," 130,000 "," 2,941,380 ",   ,   ,   
1883,21,,,,"Patriotismo, La Concepcion",,,,3061.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.103," 495,600 "," 449,483 "," 368,486 ",   ,   ,   ,   ," 141,600 "," 3,203,842 ",   ,   ,   
1888,21,pue,Puebla,,La Concepcion,concepcion,Benitez Hermanos,Benitez,3061.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,1.000,   ,   ,   ,   , 110 , 110 ,   ," 150,000 "," 3,393,900 ",   ,   ,   
1888,21,pue,Puebla,,El Patriotismo,patriotismo,Velasco Hermanos,Velasco,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,1.000,   ,   ,   ," 8,000 ", 460 , 460 ," 40,000 "," 10,000 "," 226,260 ",   ,   ,   
1888,21,,,,"Patriotismo, La Concepcion",,,,3061.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.000,   ,   ,   ," 8,000 ", 570 , 570 ," 40,000 "," 160,000 "," 3,620,160 ",   ,   ,   
1889,21,Puebla,,,Concepcion,concepcion,,,3319.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,1.000,   ,   ,   ,   ,   ,   ,   ," 11,600 "," 262,462 ",   ,   ,   
1889,21,Puebla,,,El Patriotismo,patriotismo,,,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,1.000," 455,000 "," 455,000 "," 373,009 ",   ,   ,   ,   ," 130,000 "," 2,941,380 ",   ,   ,   
1889,21,,,,"Patriotismo, La Concepcion",,,,3319.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.000," 455,000 "," 455,000 "," 373,009 ",   ,   ,   ,   ," 141,600 "," 3,203,842 ",   ,   ,   
1891,21,Pue,,Puebla,Concepcion,concepcion,,,3319.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,1.000," 450,000 "," 450,000 "," 368,910 ",   , 110 , 110 ,   ," 150,000 "," 3,393,900 ",   ,   ,   
1891,21,Pue,,Puebla,Patriotismo,patriotismo,,,3556.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,1.000," 27,500 "," 27,500 "," 22,545 "," 8,000 ", 460 , 460 ," 80,000 "," 10,000 "," 226,260 ",   ,   ,   
1891,21,,,,"Patriotismo, La Concepcion",,,,3319.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.000," 477,500 "," 477,500 "," 391,455 "," 8,000 ", 570 , 570 ," 80,000 "," 160,000 "," 3,620,160 ",   ,   ,   
1893,21,Pue,Idem,,El Patriotismo,patriotismo,Velasco Hermanos,Velasco,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.000," 230,000 "," 230,000 "," 188,554 "," 8,000 ", 460 , 460 ," 80,000 "," 100,000 "," 2,262,600 ",   ," 400,000 "," 11,500 "
1895,21,pue,puebla,,el patriotismo,patriotismo,Velasco Hmnos,Velasco,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.910," 250,800 "," 275,635 "," 225,965 "," 7,240 ", 290 , 290 ," 102,000 "," 84,800 "," 1,918,685 ",   ,   ,   
1896,21,Pue,Puebla,,El Patriotismo,patriotismo,Velasco Hermanos,Velasco,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.820," 290,000 "," 353,745 "," 290,000 "," 9,620 ", 300 , 300 ," 73,400 "," 96,000 "," 2,172,096 ",   ,   ," 14,500 "
1898,21,Puebla,Puebla,,El Patriotismo,patriotismo,Velasco hermanos,Velasco,3556.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.820," 92,080 "," 112,320 "," 92,080 ",,,   ,,,   ,,," 4,604 "
1910,21,Pue,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,Matienzo,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.820," 320,000 "," 390,339 "," 320,000 ",,,,,,,,," 16,000 "
1911,21,Pue,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,"matienzo, andres",3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.820," 520,000 "," 634,301 "," 520,000 ",,,,,,,,," 26,000 "
1912,21,Puebla,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,Matienzo,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,0.718," 394,456 "," 549,305 "," 450,320 "," 4,928 ", 170 , 142 ,   ," 117,274 "," 2,653,442 ",   ,   ," 19,600 "
1913,21,Puebla,Puebla,Puebla,El Patriotismo,patriotismo,Andres Matienzo,Matienzo,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.303," 349,210 "," 268,046 "," 219,744 "," 4,928 ", 170 , 142 ,   ," 121,088 "," 2,739,737 ",   ,   ," 7,840 "
1914,21,Puebla,Pue,,El Patriotismo,patriotismo,Andres Matienzo,"matienzo, andres",3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,3.058," 147,080 "," 48,091 "," 39,425 ",,,,,,,,," 7,354 "
1915,21,Pue,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,Matienzo,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,3.396," 8,800,000 "," 2,591,131 "," 2,124,209 ",,,,,,,,," 440,000 "
1916,21,Pue,Puebla,,El Patriotismo,patriotismo,Andres Martinez,"martinez, andrez",3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,2.789," 1,720,000 "," 616,642 "," 505,523 ",,,,,,,,," 86,000 "
1917,21,Puebla,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,Matienzo,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.636," 272,000 "," 166,249 "," 136,291 ",,,   ,,,   ,,," 13,600 "
1918,21,Puebla,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,"matienzo, andres",3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,2.635," 400,000 "," 151,820 "," 124,462 ",,,,,,,,," 20,000 "
1919,21,Pue,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,Matienzo,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,2.838," 120,000 "," 42,282 "," 34,663 ",,,   ,,,   ,,," 6,000 "
1920,21,Pue,Puebla,,El Patriotismo,patriotismo,Andres Matienzo,"Matienzo, A",3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,3.548," 480,000 "," 135,287 "," 110,909 ",,,,,,,,," 24,000 "
1924,21,Pue,Atlixco,,La Concepcion,concepcion,Matienzo y Abed,"Abed, Matienzo",3002.0,97.0,0,0,0,0,0,4001,,0,0,1,1,0,7,0,0,1.790,   ,   ,   ,,,   ,,,   ,,, -   
1924,21,Pue,Puebla,,El Patriotismo,patriotismo,Matienzo y Abed,"Abed, Matienzo",3002.0,264.0,0,0,1,1,0,4001,,0,0,1,1,0,7,0,0,1.790," 384,000 "," 214,489 "," 175,838 ",,,   ,,,   ,,," 19,200 "
1924,21,,,,"Patriotismo, La Concepcion",,,,3002.0,-,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.790," 384,000 "," 214,489 "," 175,838 ",   ,   ,   ,   ,   ,   ,   ,   ," 19,200 "
1925,21,Pue,Puebla,,El Patriotismo,patriotismo,Miguel Abed,Abed,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.479," 336,000 "," 227,227 "," 186,280 ",,,,,,,,," 16,800 "
1929,21,Pue,Puebla,,El Patriotismo,patriotismo,Miguel E. Abed,Abed,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.269," 280,000 "," 220,629 "," 180,871 ",,,   ,,,   ,,," 14,000 "
1932,21,Puebla,Puebla,,El Patriotismo,patriotismo,Miguel E. Abed,Abed,3002.0,264.0,0,0,1,1,0,4001,6001,0,0,1,1,0,7,0,0,1.389," 360,000 "," 259,123 "," 212,429 ",,,   ,,,   ,,," 18,000 "
1840,30,Veracruz,,,Cocolapan,cocolapan,Sres. Legrand y CompaÒÌa,Legrand,3316.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,,   ,   ,   ,,,   ," 726,782 "," 10,998 "," 248,841 ",,,   
1841,30,Veracruz,Orizava (sic),,Cocolapam,cocolapan,Sres. Legrand y CompaÒÌa,Legrand,3316.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,,   ,   ,   ,,,   ," 397,276 "," 44,268 "," 1,001,608 ",,,   
1842,30,Veracruz,Orizava (sic),,Cocolapam,cocolapan,Sres. Legrand y CompaÒÌa,Legrand,3316.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,,   ,   ,   ,,,   ," 23,805 "," 28,883 "," 653,507 ",,,   
1843,30,Ver,Orizava,,Cocolapam ***,cocolapan,Accionistas,Accionistas,3004.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,,   ,   ,   ," 11,500 ",   ,   ," 596,232 "," 22,298 "," 504,511 ",   ,   ,   
1844,30,Veracruz,,,Cocolapan,cocolapan,,,3004.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,,   ,   ,   ," 6,294 ",   ,   ,   ," 16,110 "," 364,505 ",   ,   ,   
1845,30,Veracruz,,,Cocolapan,cocolapan,,,3004.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,,   ,   ,   ," 10,944 ",   ,   ,   ," 53,340 "," 1,206,871 ",   ,   ,   
1850,30,Veracruz,,,Cocolapam ##,cocolapan,Manuel Escandon,Escandon,3210.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,0.972," 307,929 "," 316,799 "," 259,712 "," 11,784 ", 600 , 600 ," 699,838 "," 52,017 "," 1,176,937 "," 307,929 ",   ,   
1854,30,Veracruz,,Orizava,Cocolapan,cocolapan,Manuel Escandon,Escandon,3210.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,0.946," 675,674 "," 714,243 "," 585,536 "," 10,336 ", 700 , 700 ," 902,708 "," 74,924 "," 1,695,230 "," 338,516 "," 337,158 ",   
1857,30,Veracruz,,Orizava (sic),Cocolapan,cocolapan,Manuel Escandon,Escandon,3210.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,1.063," 338,516 "," 318,543 "," 261,141 "," 10,728 ", 700 , 700 ," 902,708 "," 74,924 "," 1,695,230 "," 338,516 ",   ,   
1862,30,Ver,,,Cocolapan,cocolapan,,,3210.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,2.289,   ,   ,   ," 10,336 ",   ,   ,   ,   ,   ,   ,   ,   
1865,30,Ver,,Orizava,Cocolapan,cocolapan,Test de Manuel Escandon,Escandon,3210.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,4.969,   ,   ,   ," 6,744 ",   ,   ,   ,   ,   ,   ,   ,   
1878,30,Ver,,,Cocolapan,cocolapan,Escandon Hermanos,Escandon,3210.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,0.687," 22,176 "," 32,303 "," 26,482 "," 13,000 ", 345 , 345 ," 28,800 "," 19,200 "," 434,419 "," 22,176 ",   ,   
1883,30,Ver,,,Cocolapam,cocolapan,,,3210.0,94.0,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,1.103," 67,200 "," 60,947 "," 49,964 ",   ,   ,   ,   ," 19,200 "," 434,419 ",   ,   ,   
1888,30,ver,Orizaba,,Los Cerritos,cerritos,Compania Manufacturera,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,0,0,1.000,   ,   ,   ," 5,000 ", 196 , 196 ," 78,000 "," 26,000 "," 588,276 ",   ,   ,   
1888,30,ver,Orizaba,,Cocolapam,cocolapan,Escandon Hermanos,Escandon,3210.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,0,0,1.000,   ,   ,   ," 9,840 ", 450 , 450 ," 100,000 "," 60,000 "," 1,357,560 ",   ,   ,   
1888,30,ver,Nogales,,San Lorenzo,lorenzo,Tomas Braniff,Braniff,3071.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,0,0,1.000,   ,   ,   ," 11,088 ", 470 , 470 ,   ," 100,325 "," 2,269,953 ",   ,   ,   
1888,30,,,,"Los Cerritos, Cocolapan, San Lorenzo",,,,3071.0,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,1.000,   ,   ,   ," 25,928 "," 1,116 "," 1,116 "," 178,000 "," 186,325 "," 4,215,789 ",   ,   ,   
1889,29,Tlaxcala,,,Cocolapan,cocolapan,,,3210.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,0,0,1.000," 210,000 "," 210,000 "," 172,158 ",   ,   ,   ,   ," 60,000 "," 1,357,560 ",   ,   ,   
1889,30,Tlaxcala,listed as tlaxcala-same owner,,Sn. Lorenzo,lorenzo,,,3071.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,0,0,1.000," 351,137 "," 351,137 "," 287,862 ",   ,   ,   ,   ," 100,325 "," 2,269,953 ",   ,   ,   
1889,30,,,,"Cerritos, Cocolapan, San Lorenzo",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,0,0,1.000," 561,137 "," 561,137 "," 460,020 ",   ,   ,   ,   ," 160,325 "," 3,627,513 ",   ,   ,   
1891,30,Ver,,Orizaba,Cerritos,cerritos,,,3004.0,85.0,1,1,0,1,0,4002,,1,1,1,1,0,4,0,0,1.000," 71,500 "," 71,500 "," 58,616 "," 5,000 ", 196 , 196 ,   ," 26,000 "," 588,276 ",   ,   ,   
1891,30,Ver,,Orizaba,Cocolapan,cocolapan,,,3210.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,0,0,1.000," 220,000 "," 220,000 "," 180,356 "," 9,840 ", 450 , 450 ,   ," 80,000 "," 1,810,080 ",   ,   ,   
1891,30,Ver,,Nogales,San Lorenzo,lorenzo,,,3071.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,0,0,1.000," 300,000 "," 300,000 "," 245,940 "," 11,088 ", 470 , 470 ,   ," 100,000 "," 2,262,600 ",   ,   ,   
1891,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,1,1,0,4,0,0,1.000," 591,500 "," 591,500 "," 484,912 "," 25,928 "," 1,116 "," 1,116 ",   ," 206,000 "," 4,660,956 ",   ,   ,   
1893,30,Ver,Orizaba,,Los Cerritos,cerritos,Compania Manufacturera,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.000,   ,   ,   ," 5,000 ", 196 , 196 ," 156,000 "," 26,000 "," 588,276 ",   ,   , -   
1893,30,Ver,Orizaba,,Cocolapam,cocolapan,Escandon Hermanos,Escandon,3210.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.000," 250,600 "," 250,600 "," 205,442 "," 9,840 ", 450 , 450 ," 200,000 "," 60,000 "," 1,357,560 ",   ,   ," 12,530 "
1893,30,Ver,Nogales,,San Lorenzo,lorenzo,Tomas Braniff,Braniff,3071.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.000," 2,217,080 "," 2,217,080 "," 1,817,562 "," 11,088 ", 470 , 470 ,   ," 100,325 "," 2,269,953 ",   ,   ," 110,854 "
1893,30,Ver,idem,,Rio Blanco,rio blanco,Sociedad Anonima,Socios,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,1.000,   ,   ,   ," 34,000 "," 1,220 "," 1,220 ",   ," 525,000 "," 11,878,650 ",   ,   , -   
1893,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,1.000," 2,467,680 "," 2,467,680 "," 2,023,004 "," 59,928 "," 2,336 "," 2,336 "," 356,000 "," 711,325 "," 16,094,439 ",   ,   ," 123,384 "
1895,30,Ver,Orizaba,,Los Cerritos,cerritos,CIDOSA,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.910,   ,   ,   ," 6,780 ", 300 , 300 ,   ," 212,044 "," 4,797,708 ",   ,   ,   
1895,30,Ver,Orizaba,,Cocolapam,cocolapan,G.A. Escandon y Cia,Escandon,3210.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.910," 341,106 "," 374,883 "," 307,329 "," 7,280 ", 312 , 312 ," 66,930 "," 129,968 "," 2,940,656 ",   ,   ," 17,056 "
1895,30,Ver,Nogales,,San Lorenzo,lorenzo,CIDOSA,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.910," 3,120,452 "," 3,429,445 "," 2,811,459 "," 12,288 ", 375 , 375 ,   ," 211,196 "," 4,778,521 ",   ,   ," 156,022 "
1895,30,Ver,Tenango,,Rio Blanco,rio blanco,CIDOSA,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.910,   ,   ,   ," 34,480 "," 1,350 "," 1,350 ",   ," 452,644 "," 10,241,523 ",   ,   ,   
1895,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.910," 3,461,558 "," 3,804,328 "," 3,118,788 "," 60,828 "," 2,337 "," 2,337 "," 66,930 "," 1,005,852 "," 22,758,407 ",   ,   ," 173,078 "
1896,30,Ver,Orizaba,,Los Cerritos,cerritos,"Compania Industrial de Orizaba, Sociedad Anonima",CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ," 6,780 ", 300 , 300 ,   ," 234,626 "," 5,308,648 ",   ,   ,   
1896,30,Ver,Orizaba,,Cocolapan,cocolapan,G. A. de Escandon e hijos,Escandon,3210.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 360,000 "," 439,131 "," 360,000 "," 9,176 ", 338 , 338 ," 76,624 "," 128,772 "," 2,913,595 ",   ,   ," 18,000 "
1896,30,Ver,Nogales,,San Lorenzo,lorenzo,"Compania Industrial de Orizaba, Sociedad Anonima",CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 3,450,584 "," 4,209,056 "," 3,450,584 "," 16,436 ", 475 , 475 ,   ," 280,894 "," 6,355,508 ",   ,   ," 172,530 "
1896,30,Ver,Tenango,,Rio Blanco,rio blanco,"Compania Industrial de Orizaba, Sociedad Anonima",CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ," 34,480 "," 1,500 "," 1,500 ",   ," 561,748 "," 12,710,110 ",   ,   ,   
1896,30,,,,"Cerritos, Cocolapan, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 3,810,584 "," 4,648,187 "," 3,810,584 "," 66,872 "," 2,613 "," 2,613 "," 76,624 "," 1,206,040 "," 27,287,861 ",   ,   ," 190,530 "
1898,30,Veracruz,Orizaba,,Los Cerritos,cerritos,Cia Ind de Orizaba,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1898,30,Veracruz,Orizaba,,Cocolap·m,cocolapan,G.A. de Escandon e Hijos,Escandon,3210.0,94.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 235,420 "," 287,168 "," 235,420 ",,,   ,,,   ,,," 11,771 "
1898,30,Veracruz,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 5,692,140 "," 6,943,328 "," 5,692,140 ",,,   ,,,   ,,," 284,607 "
1898,30,Veracruz,Tenango,,Rio Blanco,rio blanco,Cia Ind de Orizaba,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1898,30,,,,"Cerritos, San Lorenzo, Rio Blanco",,,,,-,1,1,0,1,0,4002,6002,1,1,0,1,0,4,1,1,0.820," 5,927,560 "," 7,230,495 "," 5,927,560 ",   ,   ,   ,   ,   ,   ,   ,   ," 296,378 "
1900,30,Veracruz,Orizaba,,Los Cerritos,cerritos,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,85.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
1900,30,Veracruz,Nogales,,San Lorenzo,lorenzo,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,217.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820," 5,120,000 "," 6,245,426 "," 5,120,000 ",,,   ,,,   ,,," 256,000 "
1900,30,Veracruz,Tenango,,Rio Blanco,rio blanco,Cia Ind de Orizaba S.A.,CI Orizaba,3004.0,309.0,1,1,0,1,0,4002,,1,1,0,1,0,4,1,1,0.820,   ,   ,   ,,,   ,,,   ,,,   
